Date,"Close Price"
"2017-12-21 03:11:00",16145.85
"2017-12-21 03:12:00",16193.35
"2017-12-21 03:13:00",16197.41
"2017-12-21 03:14:00",16220
"2017-12-21 03:15:00",16224.26
"2017-12-21 03:16:00",16260.68
"2017-12-21 03:17:00",16232.42
"2017-12-21 03:18:00",16207.96
"2017-12-21 03:19:00",16228.35
"2017-12-21 03:20:00",16307.79
"2017-12-21 03:21:00",16346.99
"2017-12-21 03:22:00",16337.72
"2017-12-21 03:23:00",16332.44
"2017-12-21 03:24:00",16340.43
"2017-12-21 03:25:00",16359.47
"2017-12-21 03:26:00",16385.26
"2017-12-21 03:27:00",16383.21
"2017-12-21 03:28:00",16407.15
"2017-12-21 03:29:00",16399.62
"2017-12-21 03:30:00",16409.67
"2017-12-21 03:31:00",16423.66
"2017-12-21 03:32:00",16444.99
"2017-12-21 03:33:00",16475.21
"2017-12-21 03:34:00",16481
"2017-12-21 03:35:00",16452.96
"2017-12-21 03:36:00",16397.07
"2017-12-21 03:37:00",16420.94
"2017-12-21 03:38:00",16410.91
"2017-12-21 03:39:00",16418.91
"2017-12-21 03:40:00",16400.8
"2017-12-21 03:41:00",16402.03
"2017-12-21 03:42:00",16399.45
"2017-12-21 03:43:00",16401.08
"2017-12-21 03:44:00",16410.21
"2017-12-21 03:45:00",16463.04
"2017-12-21 03:46:00",16476.46
"2017-12-21 03:47:00",16515.94
"2017-12-21 03:48:00",16564.42
"2017-12-21 03:49:00",16595.54
"2017-12-21 03:50:00",16654.36
"2017-12-21 03:51:00",16686.12
"2017-12-21 03:52:00",16705.73
"2017-12-21 03:53:00",16701.08
"2017-12-21 03:54:00",16671.92
"2017-12-21 03:55:00",16672.68
"2017-12-21 03:56:00",16731.58
"2017-12-21 03:57:00",16807.59
"2017-12-21 03:58:00",16867.61
"2017-12-21 03:59:00",16934.95
"2017-12-21 04:00:00",16925.02
"2017-12-21 04:01:00",16938.82
"2017-12-21 04:02:00",16988.5
"2017-12-21 04:03:00",17033.45
"2017-12-21 04:04:00",17031.89
"2017-12-21 04:05:00",17030.28
"2017-12-21 04:06:00",16972.55
"2017-12-21 04:07:00",16918.49
"2017-12-21 04:08:00",16901.11
"2017-12-21 04:09:00",16869.29
"2017-12-21 04:10:00",16846.23
"2017-12-21 04:11:00",16865.64
"2017-12-21 04:12:00",16883.96
"2017-12-21 04:13:00",16906.49
"2017-12-21 04:14:00",16926.92
"2017-12-21 04:15:00",16927.23
"2017-12-21 04:16:00",16869.18
"2017-12-21 04:17:00",16862.28
"2017-12-21 04:18:00",16868.88
"2017-12-21 04:19:00",16831.01
"2017-12-21 04:20:00",16810.08
"2017-12-21 04:21:00",16816.4
"2017-12-21 04:22:00",16816.98
"2017-12-21 04:23:00",16812.01
"2017-12-21 04:24:00",16814.2
"2017-12-21 04:25:00",16825.72
"2017-12-21 04:26:00",16837.16
"2017-12-21 04:27:00",16878.92
"2017-12-21 04:28:00",16859.32
"2017-12-21 04:29:00",16860.17
"2017-12-21 04:30:00",16872.91
"2017-12-21 04:31:00",16882.67
"2017-12-21 04:32:00",16875.45
"2017-12-21 04:33:00",16880.95
"2017-12-21 04:34:00",16885.64
"2017-12-21 04:35:00",16892.61
"2017-12-21 04:36:00",16911.81
"2017-12-21 04:37:00",16910.98
"2017-12-21 04:38:00",16914.25
"2017-12-21 04:39:00",16946.58
"2017-12-21 04:40:00",16976.81
"2017-12-21 04:41:00",16993.01
"2017-12-21 04:42:00",17005.07
"2017-12-21 04:43:00",16997.44
"2017-12-21 04:44:00",17010.58
"2017-12-21 04:45:00",17041.51
"2017-12-21 04:46:00",17059.62
"2017-12-21 04:47:00",17078.31
"2017-12-21 04:48:00",17055.39
"2017-12-21 04:49:00",17009.6
"2017-12-21 04:50:00",16967.23
"2017-12-21 04:51:00",16957.86
"2017-12-21 04:52:00",16952.77
"2017-12-21 04:53:00",16979.22
"2017-12-21 04:54:00",16969.39
"2017-12-21 04:55:00",16943.59
"2017-12-21 04:56:00",16940.92
"2017-12-21 04:57:00",16941.3
"2017-12-21 04:58:00",16941.82
"2017-12-21 04:59:00",16926.43
"2017-12-21 05:00:00",16903.87
"2017-12-21 05:01:00",16909.31
"2017-12-21 05:02:00",16901.44
"2017-12-21 05:03:00",16898.9
"2017-12-21 05:04:00",16896.38
"2017-12-21 05:05:00",16876.58
"2017-12-21 05:06:00",16877.2
"2017-12-21 05:07:00",16870.62
"2017-12-21 05:08:00",16854.26
"2017-12-21 05:09:00",16844.24
"2017-12-21 05:10:00",16821.96
"2017-12-21 05:11:00",16822.76
"2017-12-21 05:12:00",16813.8
"2017-12-21 05:13:00",16804.53
"2017-12-21 05:14:00",16767.63
"2017-12-21 05:15:00",16768.71
"2017-12-21 05:16:00",16788.04
"2017-12-21 05:17:00",16820.44
"2017-12-21 05:18:00",16816.3
"2017-12-21 05:19:00",16825.33
"2017-12-21 05:20:00",16800.98
"2017-12-21 05:21:00",16777.48
"2017-12-21 05:22:00",16770.12
"2017-12-21 05:23:00",16761.94
"2017-12-21 05:24:00",16721.64
"2017-12-21 05:25:00",16685.38
"2017-12-21 05:26:00",16703.83
"2017-12-21 05:27:00",16675.7
"2017-12-21 05:28:00",16695.23
"2017-12-21 05:29:00",16685.11
"2017-12-21 05:30:00",16737.94
"2017-12-21 05:31:00",16741.87
"2017-12-21 05:32:00",16746.48
"2017-12-21 05:33:00",16768.98
"2017-12-21 05:34:00",16804.71
"2017-12-21 05:35:00",16817.11
"2017-12-21 05:36:00",16806.55
"2017-12-21 05:37:00",16803.65
"2017-12-21 05:38:00",16757.16
"2017-12-21 05:39:00",16775.01
"2017-12-21 05:40:00",16781.37
"2017-12-21 05:41:00",16807.58
"2017-12-21 05:42:00",16806.33
"2017-12-21 05:43:00",16805.94
"2017-12-21 05:44:00",16825.78
"2017-12-21 05:45:00",16842.17
"2017-12-21 05:46:00",16854.5
"2017-12-21 05:47:00",16856.76
"2017-12-21 05:48:00",16876.24
"2017-12-21 05:49:00",16880.29
"2017-12-21 05:50:00",16886.38
"2017-12-21 05:51:00",16876.09
"2017-12-21 05:52:00",16886.37
"2017-12-21 05:53:00",16897.71
"2017-12-21 05:54:00",16894.64
"2017-12-21 05:55:00",16886.43
"2017-12-21 05:56:00",16880.23
"2017-12-21 05:57:00",16861.47
"2017-12-21 05:58:00",16841.67
"2017-12-21 05:59:00",16801.07
"2017-12-21 06:00:00",16782.69
"2017-12-21 06:01:00",16765.65
"2017-12-21 06:02:00",16783.6
"2017-12-21 06:03:00",16794.86
"2017-12-21 06:04:00",16791.17
"2017-12-21 06:05:00",16800.05
"2017-12-21 06:06:00",16805.3
"2017-12-21 06:07:00",16807.38
"2017-12-21 06:08:00",16823.46
"2017-12-21 06:09:00",16825
"2017-12-21 06:10:00",16831.2
"2017-12-21 06:11:00",16843.93
"2017-12-21 06:12:00",16863.6
"2017-12-21 06:13:00",16886.19
"2017-12-21 06:14:00",16898.86
"2017-12-21 06:15:00",16929.79
"2017-12-21 06:16:00",16928.47
"2017-12-21 06:17:00",16921.43
"2017-12-21 06:18:00",16914.15
"2017-12-21 06:19:00",16920.95
"2017-12-21 06:20:00",16923.81
"2017-12-21 06:21:00",16927.25
"2017-12-21 06:22:00",16939.6
"2017-12-21 06:23:00",16932.9
"2017-12-21 06:24:00",16937.64
"2017-12-21 06:25:00",16929.35
"2017-12-21 06:26:00",16929.99
"2017-12-21 06:27:00",16923.87
"2017-12-21 06:28:00",16937.91
"2017-12-21 06:29:00",16946.56
"2017-12-21 06:30:00",16937.42
"2017-12-21 06:31:00",16947.79
"2017-12-21 06:32:00",16983.12
"2017-12-21 06:33:00",16996.62
"2017-12-21 06:34:00",17019.27
"2017-12-21 06:35:00",17011.96
"2017-12-21 06:36:00",17004.1
"2017-12-21 06:37:00",17005.01
"2017-12-21 06:38:00",17023.34
"2017-12-21 06:39:00",17037.96
"2017-12-21 06:40:00",17044.99
"2017-12-21 06:41:00",17038.3
"2017-12-21 06:42:00",17041.34
"2017-12-21 06:43:00",17044.74
"2017-12-21 06:44:00",17047.22
"2017-12-21 06:45:00",17045.6
"2017-12-21 06:46:00",17050.91
"2017-12-21 06:47:00",17051.95
"2017-12-21 06:48:00",17062.8
"2017-12-21 06:49:00",17075.02
"2017-12-21 06:50:00",17099.84
"2017-12-21 06:51:00",17087.29
"2017-12-21 06:52:00",17098.61
"2017-12-21 06:53:00",17112.39
"2017-12-21 06:54:00",17146.19
"2017-12-21 06:55:00",17169.44
"2017-12-21 06:56:00",17159.18
"2017-12-21 06:57:00",17181.75
"2017-12-21 06:58:00",17182.75
"2017-12-21 06:59:00",17177.42
"2017-12-21 07:00:00",17183.57
"2017-12-21 07:01:00",17192.01
"2017-12-21 07:02:00",17214.34
"2017-12-21 07:03:00",17224.66
"2017-12-21 07:04:00",17221.4
"2017-12-21 07:05:00",17214.74
"2017-12-21 07:06:00",17219.29
"2017-12-21 07:07:00",17205.01
"2017-12-21 07:08:00",17203.62
"2017-12-21 07:09:00",17213.71
"2017-12-21 07:10:00",17220.62
"2017-12-21 07:11:00",17238.16
"2017-12-21 07:12:00",17259.82
"2017-12-21 07:13:00",17272.31
"2017-12-21 07:14:00",17290.16
"2017-12-21 07:15:00",17286.61
"2017-12-21 07:16:00",17298.45
"2017-12-21 07:17:00",17301.21
"2017-12-21 07:18:00",17287.31
"2017-12-21 07:19:00",17267.86
"2017-12-21 07:20:00",17267.85
"2017-12-21 07:21:00",17241.49
"2017-12-21 07:22:00",17190.61
"2017-12-21 07:23:00",17190.99
"2017-12-21 07:24:00",17162.77
"2017-12-21 07:25:00",17110.05
"2017-12-21 07:26:00",17087.04
"2017-12-21 07:27:00",17051.42
"2017-12-21 07:28:00",17032.1
"2017-12-21 07:29:00",17016.86
"2017-12-21 07:30:00",17006.44
"2017-12-21 07:31:00",16975.26
"2017-12-21 07:32:00",16947.76
"2017-12-21 07:33:00",16954.58
"2017-12-21 07:34:00",16955.89
"2017-12-21 07:35:00",16964.35
"2017-12-21 07:36:00",16986.9
"2017-12-21 07:37:00",17013.61
"2017-12-21 07:38:00",17031.05
"2017-12-21 07:39:00",17031.71
"2017-12-21 07:40:00",17014.58
"2017-12-21 07:41:00",17009.45
"2017-12-21 07:42:00",17004.07
"2017-12-21 07:43:00",16992.1
"2017-12-21 07:44:00",16988.49
"2017-12-21 07:45:00",16983.02
"2017-12-21 07:46:00",16997.45
"2017-12-21 07:47:00",17019.97
"2017-12-21 07:48:00",17067.58
"2017-12-21 07:49:00",17092.9
"2017-12-21 07:50:00",17085.15
"2017-12-21 07:51:00",17052.66
"2017-12-21 07:52:00",17053.72
"2017-12-21 07:53:00",17075.14
"2017-12-21 07:54:00",17099.52
"2017-12-21 07:55:00",17108.25
"2017-12-21 07:56:00",17118.79
"2017-12-21 07:57:00",17118.41
"2017-12-21 07:58:00",17125.51
"2017-12-21 07:59:00",17124.6
"2017-12-21 08:00:00",17093.3
"2017-12-21 08:01:00",17077.52
"2017-12-21 08:02:00",17060.6
"2017-12-21 08:03:00",17051.61
"2017-12-21 08:04:00",17027.49
"2017-12-21 08:05:00",16985.83
"2017-12-21 08:06:00",17005.48
"2017-12-21 08:07:00",17010.98
"2017-12-21 08:08:00",17003.99
"2017-12-21 08:09:00",16951.32
"2017-12-21 08:10:00",16900.22
"2017-12-21 08:11:00",16870.09
"2017-12-21 08:12:00",16856.72
"2017-12-21 08:13:00",16828.18
"2017-12-21 08:14:00",16777.52
"2017-12-21 08:15:00",16776.22
"2017-12-21 08:16:00",16805.29
"2017-12-21 08:17:00",16837.21
"2017-12-21 08:18:00",16850.47
"2017-12-21 08:19:00",16844.59
"2017-12-21 08:20:00",16849.59
"2017-12-21 08:21:00",16856.27
"2017-12-21 08:22:00",16823.87
"2017-12-21 08:23:00",16842.25
"2017-12-21 08:24:00",16820.61
"2017-12-21 08:25:00",16806.09
"2017-12-21 08:26:00",16789.34
"2017-12-21 08:27:00",16785.41
"2017-12-21 08:28:00",16765.31
"2017-12-21 08:29:00",16763.41
"2017-12-21 08:30:00",16751.1
"2017-12-21 08:31:00",16767.4
"2017-12-21 08:32:00",16761.98
"2017-12-21 08:33:00",16761.31
"2017-12-21 08:34:00",16762.62
"2017-12-21 08:35:00",16775.24
"2017-12-21 08:36:00",16776.74
"2017-12-21 08:37:00",16813.08
"2017-12-21 08:38:00",16891
"2017-12-21 08:39:00",16924.86
"2017-12-21 08:40:00",16929.97
"2017-12-21 08:41:00",16919.42
"2017-12-21 08:42:00",16905.25
"2017-12-21 08:43:00",16895.29
"2017-12-21 08:44:00",16897.67
"2017-12-21 08:45:00",16878.02
"2017-12-21 08:46:00",16863.91
"2017-12-21 08:47:00",16859.3
"2017-12-21 08:48:00",16859.53
"2017-12-21 08:49:00",16854.66
"2017-12-21 08:50:00",16850.82
"2017-12-21 08:51:00",16849.8
"2017-12-21 08:52:00",16844.5
"2017-12-21 08:53:00",16839.31
"2017-12-21 08:54:00",16833.95
"2017-12-21 08:55:00",16830.33
"2017-12-21 08:56:00",16817.77
"2017-12-21 08:57:00",16809.45
"2017-12-21 08:58:00",16799.86
"2017-12-21 08:59:00",16797.38
"2017-12-21 09:00:00",16802.7
"2017-12-21 09:01:00",16781.94
"2017-12-21 09:02:00",16780.86
"2017-12-21 09:03:00",16773.14
"2017-12-21 09:04:00",16782.62
"2017-12-21 09:05:00",16806.74
"2017-12-21 09:06:00",16843.83
"2017-12-21 09:07:00",16892.16
"2017-12-21 09:08:00",16886.1
"2017-12-21 09:09:00",16899.73
"2017-12-21 09:10:00",16933.76
"2017-12-21 09:11:00",16919.49
"2017-12-21 09:12:00",16915.31
"2017-12-21 09:13:00",16902.39
"2017-12-21 09:14:00",16891.83
"2017-12-21 09:15:00",16876.96
"2017-12-21 09:16:00",16841.25
"2017-12-21 09:17:00",16837.64
"2017-12-21 09:18:00",16843.24
"2017-12-21 09:19:00",16831.45
"2017-12-21 09:20:00",16841.47
"2017-12-21 09:21:00",16849.1
"2017-12-21 09:22:00",16848.37
"2017-12-21 09:23:00",16837.94
"2017-12-21 09:24:00",16850.81
"2017-12-21 09:25:00",16864.47
"2017-12-21 09:26:00",16872.66
"2017-12-21 09:27:00",16876.48
"2017-12-21 09:28:00",16870.4
"2017-12-21 09:29:00",16872.93
"2017-12-21 09:30:00",16877.89
"2017-12-21 09:31:00",16888.63
"2017-12-21 09:32:00",16901.5
"2017-12-21 09:33:00",16905.33
"2017-12-21 09:34:00",16907.66
"2017-12-21 09:35:00",16893.89
"2017-12-21 09:36:00",16900.12
"2017-12-21 09:37:00",16899.58
"2017-12-21 09:38:00",16902.95
"2017-12-21 09:39:00",16902.64
"2017-12-21 09:40:00",16901.94
"2017-12-21 09:41:00",16901.58
"2017-12-21 09:42:00",16907.28
"2017-12-21 09:43:00",16923.04
"2017-12-21 09:44:00",16911.45
"2017-12-21 09:45:00",16905.51
"2017-12-21 09:46:00",16911.74
"2017-12-21 09:47:00",16921.84
"2017-12-21 09:48:00",16919.59
"2017-12-21 09:49:00",16903.75
"2017-12-21 09:50:00",16904.1
"2017-12-21 09:51:00",16897.58
"2017-12-21 09:52:00",16874.32
"2017-12-21 09:53:00",16865.57
"2017-12-21 09:54:00",16853.22
"2017-12-21 09:55:00",16834.57
"2017-12-21 09:56:00",16822.64
"2017-12-21 09:57:00",16821.88
"2017-12-21 09:58:00",16816.1
"2017-12-21 09:59:00",16819.53
"2017-12-21 10:00:00",16817.15
"2017-12-21 10:01:00",16807.3
"2017-12-21 10:02:00",16797.35
"2017-12-21 10:03:00",16755.84
"2017-12-21 10:04:00",16733.54
"2017-12-21 10:05:00",16728.34
"2017-12-21 10:06:00",16710.07
"2017-12-21 10:07:00",16703.62
"2017-12-21 10:08:00",16696.51
"2017-12-21 10:09:00",16675.05
"2017-12-21 10:10:00",16648.74
"2017-12-21 10:11:00",16622.87
"2017-12-21 10:12:00",16625.23
"2017-12-21 10:13:00",16631.3
"2017-12-21 10:14:00",16636.93
"2017-12-21 10:15:00",16620.4
"2017-12-21 10:16:00",16619.96
"2017-12-21 10:17:00",16604.89
"2017-12-21 10:18:00",16610.4
"2017-12-21 10:19:00",16618.96
"2017-12-21 10:20:00",16617.18
"2017-12-21 10:21:00",16598.51
"2017-12-21 10:22:00",16584.52
"2017-12-21 10:23:00",16558.3
"2017-12-21 10:24:00",16541.73
"2017-12-21 10:25:00",16540.7
"2017-12-21 10:26:00",16556.28
"2017-12-21 10:27:00",16555.67
"2017-12-21 10:28:00",16570.49
"2017-12-21 10:29:00",16576.32
"2017-12-21 10:30:00",16581.26
"2017-12-21 10:31:00",16602.42
"2017-12-21 10:32:00",16612.99
"2017-12-21 10:33:00",16600.09
"2017-12-21 10:34:00",16583.6
"2017-12-21 10:35:00",16558.89
"2017-12-21 10:36:00",16547.51
"2017-12-21 10:37:00",16554.61
"2017-12-21 10:38:00",16545.53
"2017-12-21 10:39:00",16529.33
"2017-12-21 10:40:00",16521.67
"2017-12-21 10:41:00",16509.97
"2017-12-21 10:42:00",16502.69
"2017-12-21 10:43:00",16486.05
"2017-12-21 10:44:00",16484.66
"2017-12-21 10:45:00",16489.34
"2017-12-21 10:46:00",16487.62
"2017-12-21 10:47:00",16485.38
"2017-12-21 10:48:00",16514.75
"2017-12-21 10:49:00",16524.13
"2017-12-21 10:50:00",16532.07
"2017-12-21 10:51:00",16524.59
"2017-12-21 10:52:00",16499.93
"2017-12-21 10:53:00",16504.61
"2017-12-21 10:54:00",16525.67
"2017-12-21 10:55:00",16580.07
"2017-12-21 10:56:00",16602.95
"2017-12-21 10:57:00",16624.39
"2017-12-21 10:58:00",16614.99
"2017-12-21 10:59:00",16591.26
"2017-12-21 11:00:00",16598.77
"2017-12-21 11:01:00",16664.71
"2017-12-21 11:02:00",16695.29
"2017-12-21 11:03:00",16692.05
"2017-12-21 11:04:00",16714.1
"2017-12-21 11:05:00",16721.07
"2017-12-21 11:06:00",16726.31
"2017-12-21 11:07:00",16735.88
"2017-12-21 11:08:00",16726.4
"2017-12-21 11:09:00",16731.56
"2017-12-21 11:10:00",16727.61
"2017-12-21 11:11:00",16713.48
"2017-12-21 11:12:00",16674.93
"2017-12-21 11:13:00",16670.99
"2017-12-21 11:14:00",16664.43
"2017-12-21 11:15:00",16666.8
"2017-12-21 11:16:00",16678.51
"2017-12-21 11:17:00",16672.83
"2017-12-21 11:18:00",16671.77
"2017-12-21 11:19:00",16664.3
"2017-12-21 11:20:00",16659.41
"2017-12-21 11:21:00",16659.27
"2017-12-21 11:22:00",16647.2
"2017-12-21 11:23:00",16640.55
"2017-12-21 11:24:00",16643.26
"2017-12-21 11:25:00",16634.67
"2017-12-21 11:26:00",16611.01
"2017-12-21 11:27:00",16610.06
"2017-12-21 11:28:00",16599.94
"2017-12-21 11:29:00",16597.64
"2017-12-21 11:30:00",16590.25
"2017-12-21 11:31:00",16590.84
"2017-12-21 11:32:00",16585.4
"2017-12-21 11:33:00",16597.83
"2017-12-21 11:34:00",16587.17
"2017-12-21 11:35:00",16583.96
"2017-12-21 11:36:00",16588.72
"2017-12-21 11:37:00",16585.65
"2017-12-21 11:38:00",16590.45
"2017-12-21 11:39:00",16577.62
"2017-12-21 11:40:00",16566.41
"2017-12-21 11:41:00",16531
"2017-12-21 11:42:00",16514.92
"2017-12-21 11:43:00",16508.45
"2017-12-21 11:44:00",16495.89
"2017-12-21 11:45:00",16502.67
"2017-12-21 11:46:00",16488.17
"2017-12-21 11:47:00",16489.89
"2017-12-21 11:48:00",16490.83
"2017-12-21 11:49:00",16503.41
"2017-12-21 11:50:00",16538.3
"2017-12-21 11:51:00",16583.05
"2017-12-21 11:52:00",16625.82
"2017-12-21 11:53:00",16634.43
"2017-12-21 11:54:00",16662.3
"2017-12-21 11:55:00",16646.32
"2017-12-21 11:56:00",16683.75
"2017-12-21 11:57:00",16706.21
"2017-12-21 11:58:00",16689.08
"2017-12-21 11:59:00",16653.28
"2017-12-21 12:00:00",16642.89
"2017-12-21 12:01:00",16665.75
"2017-12-21 12:02:00",16685.23
"2017-12-21 12:03:00",16717.41
"2017-12-21 12:04:00",16722.19
"2017-12-21 12:05:00",16720.44
"2017-12-21 12:06:00",16730.67
"2017-12-21 12:07:00",16728.93
"2017-12-21 12:08:00",16721.8
"2017-12-21 12:09:00",16717.87
"2017-12-21 12:10:00",16698.61
"2017-12-21 12:11:00",16705.27
"2017-12-21 12:12:00",16710.86
"2017-12-21 12:13:00",16722.28
"2017-12-21 12:14:00",16707.33
"2017-12-21 12:15:00",16702.06
